Ref,Val,Package,PosX,PosY,Rot,Side
"C9","4.7uF","C_0402_1005Metric",14.3000,-3.5200,180.0,top
"J1","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",4.5000,-12.5000,180.0,top
"J3","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",45.5000,-12.5000,0.0,top
"D3","Diode1A600mV","D_SOD-323",37.7700,-6.2500,-90.0,top
"U9","74LVC1G06","SOT-353_SC-70-5",37.2000,-10.6000,0.0,top
"IGNORE1","Dial v0.1","BoardText",43.7079,-24.2000,0.0,top
"C8","4.7uF","C_0402_1005Metric",9.3000,-4.3850,180.0,top
"J4","swd_4pin","swd_header",6.9500,-23.2500,90.0,top
"U2","ME6211C33M5G-N","SOT-23-5",11.8000,-3.9850,-90.0,top
"D1","Diode1A600mV","D_SOD-323",40.8000,-6.2500,-90.0,top
"R2","120R","R_0402_1005Metric",10.9950,-19.2250,0.0,top
"H2","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",47.5000,-2.5500,0.0,top
"SW7","RotaryEncoder_Switch","RotaryEncoderEC12D",25.0000,-12.5000,90.0,top
"U3","STM32G030F6P6","TSSOP-20_4.4x6.5mm_P0.65mm",11.3900,-13.8625,-90.0,top
"C2","4.7uF","C_0402_1005Metric",13.6150,-9.0000,-90.0,top
"R4","120R","R_0402_1005Metric",9.9400,-19.2350,0.0,top
"R5","100K","R_0402_1005Metric",34.9300,-11.0400,180.0,top
"R1","120R","R_0402_1005Metric",9.8600,-8.6550,180.0,top
"C1","0.1uF","C_0402_1005Metric",11.6050,-9.0000,90.0,top
"H1","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",2.5000,-22.5000,0.0,top
"R3","120R","R_0402_1005Metric",8.8400,-19.2150,0.0,top
