Ref,Val,Package,PosX,PosY,Rot,Side
"C9","4.7uF","C_0402_1005Metric",17.4000,-22.8650,0.0,top
"J1","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",4.5000,-12.5000,180.0,top
"R13","0.01R","R_0805_2012Metric",27.2125,-9.4750,-90.0,top
"Q6","PMOS_2A","SOT-23",43.6500,-21.4000,-90.0,top
"J3","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",45.5000,-12.5000,0.0,top
"C10","22uF_25V","C_0805_2012Metric",35.8000,-21.4000,180.0,top
"C13","4.7uF","C_0402_1005Metric",18.1500,-8.2400,180.0,top
"C14","4.7uF","C_0402_1005Metric",25.2750,-6.3000,0.0,top
"Q1","N_MOSFET","SOT-23",25.5250,-22.4500,-90.0,top
"D2","red_led","LED_SML-D12D1WT86",21.4125,-1.5500,-90.0,top
"SW1","side_spst_switch","side_spst_switch",28.3750,-2.4500,180.0,top
"C7","10pF","C_0402_1005Metric",28.4000,-20.6500,90.0,top
"Q2","PMOS_2A","SOT-23",33.6500,-13.6400,90.0,top
"J5","ConnBattery_JST_S2B-PH-K-S","JST_PH_S2B-PH-K_1x02_P2.00mm_Horizontal",38.9750,-16.4000,180.0,top
"IGNORE1","Battery v0.2","BoardText",43.4250,-24.6750,0.0,top
"J2","USB_C_power_only_connector","USB_C_Receptacle_power_only_6P",13.6500,-3.4000,0.0,top
"U6","INA180A3","SOT-23-5",27.2625,-13.1500,0.0,top
"IC1","USBLC6-2P6","USBLC6-2P6",6.3900,-3.7000,-90.0,top
"C8","4.7uF","C_0402_1005Metric",22.4000,-22.0000,0.0,top
"U8","TP4057","SOT-23-6",22.6500,-7.0250,90.0,top
"U5","TPS61230A","TPS61230A",31.4750,-21.1000,90.0,top
"J4","swd_4pin","swd_header",6.9500,-23.2500,90.0,top
"U2","ME6211C33M5G-N","SOT-23-5",19.9000,-22.4000,90.0,top
"R10","150K","R_0402_1005Metric",28.4400,-22.7750,-90.0,top
"R9","510K","R_0402_1005Metric",28.4150,-21.7250,90.0,top
"R5","100K","R_0402_1005Metric",14.1250,-12.8600,180.0,top
"R8","47K","R_0402_1005Metric",24.3000,-13.7000,0.0,top
"C5","22uF_25V","C_0805_2012Metric",32.7750,-17.8750,0.0,top
"R16","330R","R_0402_1005Metric",20.5500,-3.1750,90.0,top
"R2","75R","R_0402_1005Metric",7.5215,-15.8500,180.0,top
"H2","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",47.5000,-2.5500,0.0,top
"U3","STM32G030F6P6","TSSOP-20_4.4x6.5mm_P0.65mm",12.7660,-17.6250,180.0,top
"Q4","DMMT5401","SOT-23-6",22.2750,-16.8375,90.0,top
"R3","75R","R_0402_1005Metric",7.5215,-11.8400,180.0,top
"R12","5.1K","R_0402_1005Metric",15.2750,-7.1500,90.0,top
"C2","4.7uF","C_0402_1005Metric",17.4750,-18.8850,180.0,top
"R15","100K","R_0402_1005Metric",25.6750,-18.3350,0.0,top
"R7","10K","R_0402_1005Metric",24.6500,-18.3225,0.0,top
"L1","1uH_3.2A","L_1008_2520Metric",30.3500,-17.6250,90.0,top
"C11","22uF_25V","C_0805_2012Metric",33.8000,-21.4000,180.0,top
"R17","5.1K","R_0402_1005Metric",23.8500,-9.4750,90.0,top
"R18","10K","R_0402_1005Metric",26.1400,-19.9500,-90.0,top
"R4","75R","R_0402_1005Metric",7.5465,-13.8500,180.0,top
"R1","75R","R_0402_1005Metric",15.2250,-12.8750,180.0,top
"Q3","PMOS_2A","SOT-23",21.8000,-12.2250,90.0,top
"R11","5.1K","R_0402_1005Metric",12.4750,-7.1750,-90.0,top
"Q5","N_MOSFET","SOT-23",39.8250,-21.4000,-90.0,top
"R14","100K","R_0402_1005Metric",27.8250,-18.2750,180.0,top
"C1","0.1uF","C_0402_1005Metric",18.7750,-17.8000,0.0,top
"H1","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",2.5000,-22.5000,0.0,top
"C6","10nF","C_0402_1005Metric",30.9250,-23.1750,-90.0,top
"C3","0.1uF","C_0402_1005Metric",26.7250,-18.3250,0.0,top
"R19","10K","R_0402_1005Metric",41.4150,-18.9750,-90.0,top
"R20","100K","R_0402_1005Metric",33.6150,-11.2800,-90.0,top
"R6","100K","R_0402_1005Metric",17.0250,-8.2500,180.0,top
