Ref,Val,Package,PosX,PosY,Rot,Side
"H3","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",2.5000,-2.5000,0.0,top
"H4","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",51.5000,-22.5000,0.0,top
"J12","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",5.1450,-12.5000,180.0,top
"IGNORE1","Speaker v0.6","BoardText",43.9000,-24.3250,0.0,top
"J13","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",49.4000,-12.5000,0.0,top
"J4","swd_4pin","swd_header",5.8500,-23.6000,90.0,top
"J2","2p_picoblade","Molex_PicoBlade_53261-0271_1x02-1MP_P1.25mm_Horizontal",12.3550,-4.0300,-90.0,top
"H2","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",51.5000,-2.5500,0.0,top
"TP1","TestPoint_2Pole","TestPoint_2Pads_Pitch2.54mm_Drill0.8mm",20.0800,-2.3900,0.0,top
"H1","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",2.5000,-22.5000,0.0,top
