Ref,Val,Package,PosX,PosY,Rot,Side
"C9","4.7uF","C_0402_1005Metric",16.2000,-8.6350,180.0,top
"U1","DRV8833PWP","HTSSOP-16-1EP_4.4x5mm_P0.65mm_EP3.4x5mm_Mask2.46x2.31mm_ThermalVias",28.1000,-3.4000,0.0,top
"J1","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",4.5000,-12.5000,180.0,top
"C1","4.7uF","C_0402_1005Metric",40.1500,-1.9000,90.0,top
"H4","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",51.5000,-22.5000,0.0,top
"IGNORE2","Motor 0","BoardText",11.8920,-1.5500,0.0,top
"J2","Conn_02x03_Odd_Even","PinHeader_2x03_P2.54mm_Vertical_SMD",22.4250,-18.3900,180.0,top
"J11","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",49.5300,-12.6500,0.0,top
"C2","4.7uF","C_0402_1005Metric",32.7000,-3.7000,180.0,top
"IGNORE3","Motor 1","BoardText",19.6920,-2.2500,0.0,top
"C5","0.1uF_50V","C_0402_1005Metric",33.8000,-4.3500,0.0,top
"C26","4.7uF","C_0402_1005Metric",34.9500,-10.5000,180.0,top
"R13","75R","R_0402_1005Metric",29.1650,-10.8500,-90.0,top
"J3","TerminalBlock_2P_3.5mm","TerminalBlock_2P_3.5mm",19.3068,-3.5136,0.0,top
"IGNORE1","Motor v0.7","BoardText",44.3900,-24.5100,0.0,top
"C8","4.7uF","C_0402_1005Metric",11.1500,-9.8814,180.0,top
"J4","swd_4pin","swd_header",5.8500,-23.6000,90.0,top
"U2","ME6211C33M5G-N","SOT-23-5",13.6500,-9.4814,-90.0,top
"C3","0.1uF","C_0402_1005Metric",42.1500,-1.8500,-90.0,top
"H3","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",2.5000,-2.5000,0.0,top
"J8","Conn_02x03_Odd_Even","PinHeader_2x03_P2.54mm_Vertical_SMD",42.2750,-18.3900,180.0,top
"U4","STM32F103C8T6","LQFP-48_7x7mm_P0.5mm",40.8000,-7.8500,-90.0,top
"R14","75R","R_0402_1005Metric",29.0859,-7.7000,-90.0,top
"H2","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",51.5000,-2.5500,0.0,top
"J6","Conn_02x03_Odd_Even","PinHeader_2x03_P2.54mm_Vertical_SMD",32.3750,-18.3900,180.0,top
"R12","75R","R_0402_1005Metric",29.1000,-9.8000,-90.0,top
"R11","75R","R_0402_1005Metric",29.1150,-8.7500,-90.0,top
"H1","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",2.5000,-22.5000,0.0,top
"J10","TerminalBlock_2P_3.5mm","TerminalBlock_2P_3.5mm",11.0068,-3.5136,0.0,top
"J9","Conn_02x03_Odd_Even","PinHeader_2x03_P2.54mm_Vertical_SMD",12.5000,-18.3900,180.0,top
"C6","2.2uF","C_0402_1005Metric",34.3150,-2.5500,-90.0,top
"R5","0.2R","R_1210_3225Metric",22.9500,-10.1625,90.0,top
"R6","0.2R","R_1210_3225Metric",19.6500,-10.1625,90.0,top
