Ref,Val,Package,PosX,PosY,Rot,Side
"C9","4.7uF","C_0402_1005Metric",31.1250,-18.2400,180.0,top
"C12","22uF_25V","C_0805_2012Metric",42.7100,-22.1875,0.0,top
"C5","22uF_25V","C_0805_2012Metric",32.0600,-22.1750,0.0,top
"J9","Conn_01x03_Pin","PinHeader_1x03_P2.54mm_Vertical",33.0000,-5.8100,180.0,top
"J10","Conn_01x03_Pin","PinHeader_1x03_P2.54mm_Vertical",37.5000,-5.7850,180.0,top
"H3","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",2.5000,-2.5000,0.0,top
"C13","22uF_25V","C_0805_2012Metric",44.8100,-22.2125,0.0,top
"C3","4.7uF","C_0402_1005Metric",29.9500,-18.1500,180.0,top
"R5","75R","R_0402_1005Metric",30.7150,-14.3250,90.0,top
"J5","Conn_01x03_Pin","PinHeader_1x03_P2.54mm_Vertical",15.0000,-5.8100,180.0,top
"H4","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",51.5000,-22.5000,0.0,top
"C11","22uF_25V","C_0805_2012Metric",40.5850,-22.1875,0.0,top
"J12","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",5.1450,-12.5000,180.0,top
"R6","75R","R_0402_1005Metric",30.8150,-13.0750,90.0,top
"U1","STM32G030K6T6","LQFP-32_7x7mm_P0.8mm",23.9500,-17.3750,180.0,top
"C4","0.1uF","C_0402_1005Metric",29.9500,-16.1400,0.0,top
"IGNORE1","Servo v0.5","BoardText",43.9000,-24.3250,0.0,top
"C10","22uF_25V","C_0805_2012Metric",38.4850,-22.1875,0.0,top
"C8","4.7uF","C_0402_1005Metric",36.1250,-17.3750,0.0,top
"C6","22uF_25V","C_0805_2012Metric",34.1850,-22.1750,0.0,top
"J13","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",49.4000,-12.5000,0.0,top
"J8","Conn_01x03_Pin","PinHeader_1x03_P2.54mm_Vertical",28.5000,-5.8100,180.0,top
"J4","swd_4pin","swd_header",5.8500,-23.6000,90.0,top
"U2","ME6211C33M5G-N","SOT-23-5",33.6250,-17.7750,90.0,top
"R8","75R","R_0402_1005Metric",17.3350,-17.9000,-90.0,top
"J2","Conn_01x03_Pin","PinHeader_1x03_P2.54mm_Vertical",10.5000,-5.8100,180.0,top
"H2","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",51.5000,-2.5500,0.0,top
"C7","22uF_25V","C_0805_2012Metric",36.3350,-22.1875,0.0,top
"H1","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",2.5000,-22.5000,0.0,top
"J6","Conn_01x03_Pin","PinHeader_1x03_P2.54mm_Vertical",19.5000,-5.8100,180.0,top
"C14","22uF_25V","C_0805_2012Metric",46.9100,-22.2125,0.0,top
"J11","Conn_01x03_Pin","PinHeader_1x03_P2.54mm_Vertical",42.0000,-5.7650,180.0,top
"R7","75R","R_0402_1005Metric",17.2150,-16.2500,-90.0,top
"J7","Conn_01x03_Pin","PinHeader_1x03_P2.54mm_Vertical",24.0000,-5.8100,180.0,top
