Ref,Val,Package,PosX,PosY,Rot,Side
"C9","4.7uF","C_0402_1005Metric",13.9000,-21.5500,-90.0,top
"J1","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",4.5000,-12.5000,180.0,top
"R13","0.01R","R_0805_2012Metric",8.2250,-3.7000,0.0,top
"C4","4.7uF","C_0402_1005Metric",2.3500,-3.3650,180.0,top
"Q6","PMOS_2A","SOT-23",48.5500,-21.8000,-90.0,top
"J3","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",50.0000,-12.5000,0.0,top
"C10","22uF_25V","C_0805_2012Metric",30.6500,-21.7000,180.0,top
"C13","4.7uF","C_0402_1005Metric",21.7250,-7.1150,180.0,top
"C14","4.7uF","C_0402_1005Metric",22.2600,-4.7000,-90.0,top
"D2","red_led","LED_SML-D12D1WT86",22.2750,-1.0000,-90.0,top
"SW1","side_spst_switch","side_spst_switch",43.6000,-2.4000,180.0,top
"C7","10pF","C_0402_1005Metric",23.2500,-20.9500,90.0,top
"Q2","PMOS_2A","SOT-23",42.6750,-21.8650,-90.0,top
"J5","ConnBattery_JST_S2B-PH-K-S","JST_PH_S2B-PH-K_1x02_P2.00mm_Horizontal",29.3000,-14.2500,180.0,top
"IGNORE1","Battery v0.5","BoardText",46.8000,-24.7000,0.0,top
"J2","USB_C_power_only_connector","USB_C_Receptacle_power_only_6P",15.2500,-3.4000,0.0,top
"U6","INA180A3","SOT-23-5",4.7500,-3.5750,0.0,top
"IC1","USBLC6-2P6","USBLC6-2P6",19.4000,-7.8000,-90.0,top
"C8","4.7uF","C_0402_1005Metric",19.4000,-21.3500,0.0,top
"U8","TP4057","SOT-23-6",24.1325,-7.1750,180.0,top
"R5","10K","R_0402_1005Metric",36.9000,-18.6950,180.0,top
"U5","TPS61230A","TPS61230A",26.1250,-21.4000,90.0,top
"J4","swd_4pin","swd_header",5.8500,-23.6000,90.0,top
"U2","ME6211C33M5G-N","SOT-23-5",16.9000,-21.7500,90.0,top
"C1","0.1uF","C_0402_1005Metric",19.9500,-16.0000,0.0,top
"R10","150K","R_0402_1005Metric",23.2900,-23.0750,-90.0,top
"R9","510K","R_0402_1005Metric",23.2650,-22.0250,90.0,top
"C5","22uF_25V","C_0805_2012Metric",27.6250,-18.1750,0.0,top
"R16","330R","R_0402_1005Metric",21.7650,-2.3500,90.0,top
"R6","10K","R_0402_1005Metric",38.0000,-18.6500,0.0,top
"R2","75R","R_0402_1005Metric",8.2000,-17.1350,0.0,top
"U4","XB7608AJ","XB7608AJ",42.6850,-10.8500,180.0,top
"H2","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",51.5000,-2.5500,0.0,top
"U3","STM32G030F6P6","TSSOP-20_4.4x6.5mm_P0.65mm",14.2375,-15.8250,180.0,top
"R3","75R","R_0402_1005Metric",8.2000,-13.0500,180.0,top
"R12","5.1K","R_0402_1005Metric",16.4000,-7.0500,90.0,top
"C2","4.7uF","C_0402_1005Metric",18.7500,-16.8850,180.0,top
"J8","ConnBattery_JST_S2B-PH-K-S","JST_PH_S2B-PH-K_1x02_P2.00mm_Horizontal",36.3000,-14.2500,180.0,top
"R15","100K","R_0402_1005Metric",20.3750,-19.7750,90.0,top
"L1","1uH_3.2A","L_1008_2520Metric",25.2000,-17.9250,90.0,top
"C11","22uF_25V","C_0805_2012Metric",28.6500,-21.7000,180.0,top
"R18","10K","R_0402_1005Metric",22.9900,-19.3850,0.0,top
"R17","5.1K","R_0402_1005Metric",26.7000,-6.4350,180.0,top
"R4","75R","R_0402_1005Metric",8.2000,-15.0500,0.0,top
"R1","75R","R_0402_1005Metric",12.9000,-10.1500,180.0,top
"R7","1K","R_0402_1005Metric",43.6900,-7.9500,-90.0,top
"R11","5.1K","R_0402_1005Metric",13.8650,-7.0750,-90.0,top
"Q5","N_MOSFET","SOT-23",38.9500,-21.8150,-90.0,top
"R14","100K","R_0402_1005Metric",20.3150,-17.6250,-90.0,top
"H1","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",2.5000,-22.5000,0.0,top
"U1","TPS2116DRL","SOT-583-8",34.8400,-19.2450,180.0,top
"C6","10nF","C_0402_1005Metric",25.7750,-23.4750,-90.0,top
"C3","0.1uF","C_0402_1005Metric",20.3650,-18.7250,90.0,top
"R19","10K","R_0402_1005Metric",46.1500,-22.0750,180.0,top
"C12","0.1uF","C_0402_1005Metric",41.5900,-7.9500,90.0,top
"R20","100K","R_0402_1005Metric",45.0750,-22.0650,180.0,top
