Ref,Val,Package,PosX,PosY,Rot,Side
"C9","4.7uF","C_0402_1005Metric",42.5000,-22.0650,0.0,top
"J1","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",4.5000,-12.5000,180.0,top
"J3","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",45.5000,-12.5000,0.0,top
"D3","Diode1A600mV","D_SOD-323",8.7200,-4.0600,-90.0,top
"U5","74LVC1G06","SOT-353_SC-70-5",34.8900,-2.8100,0.0,top
"SW5","button_6x6x9","SW_SPST_PTS645",38.0000,-12.5000,0.0,top
"SW1","button_6x6x9","SW_SPST_PTS645",12.0000,-12.5000,0.0,top
"U9","74LVC1G06","SOT-353_SC-70-5",28.4700,-6.2600,0.0,top
"U4","74LVC1G06","SOT-353_SC-70-5",34.9400,-6.2300,0.0,top
"R9","100K","R_0402_1005Metric",32.6200,-2.9400,180.0,top
"IGNORE1","Buttons v0.1","BoardText",43.6500,-24.8500,0.0,top
"R6","100K","R_0402_1005Metric",26.1800,-3.1000,180.0,top
"SW2","button_6x6x9","SW_SPST_PTS645",19.5000,-5.0000,180.0,top
"SW4","button_6x6x9","SW_SPST_PTS645",19.5000,-20.0000,0.0,top
"C8","4.7uF","C_0402_1005Metric",47.5000,-21.2000,0.0,top
"SW3","button_6x6x9","SW_SPST_PTS645",27.0000,-12.5000,0.0,top
"J4","swd_4pin","swd_header",6.9500,-23.2500,90.0,top
"U2","ME6211C33M5G-N","SOT-23-5",45.0000,-21.6000,90.0,top
"D1","Diode1A600mV","D_SOD-323",11.7500,-4.0600,-90.0,top
"R2","120R","R_0402_1005Metric",27.1750,-19.9550,-90.0,top
"H2","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",47.5000,-2.5500,0.0,top
"U3","STM32G030F6P6","TSSOP-20_4.4x6.5mm_P0.65mm",32.5375,-20.3500,180.0,top
"R3","120R","R_0402_1005Metric",27.1750,-17.8250,-90.0,top
"C2","4.7uF","C_0402_1005Metric",37.4000,-22.5750,180.0,top
"R8","100K","R_0402_1005Metric",37.7200,-6.5150,180.0,top
"R4","120R","R_0402_1005Metric",27.1650,-18.9000,-90.0,top
"R5","100K","R_0402_1005Metric",26.2000,-6.7000,180.0,top
"R1","120R","R_0402_1005Metric",37.7450,-18.8200,90.0,top
"U6","74LVC1G06","SOT-353_SC-70-5",40.0500,-6.2600,0.0,top
"C1","0.1uF","C_0402_1005Metric",37.4000,-20.5650,0.0,top
"H1","M2.5MountingHole","MountingHole_2.7mm_M2.5_ISO7380",2.5000,-22.5000,0.0,top
"R7","100K","R_0402_1005Metric",32.5800,-6.5750,180.0,top
"U1","74LVC1G06","SOT-353_SC-70-5",28.5200,-2.8000,0.0,top
