Ref,Val,Package,PosX,PosY,Rot,Side
"Q1","N_MOSFET","SOT-23",22.0000,-40.2750,-90.0,bottom
"U2","STM32G030F6P6","TSSOP-20_4.4x6.5mm_P0.65mm",26.4375,-47.6250,180.0,bottom
"J4","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",49.0000,-41.5000,0.0,bottom
"C8","22uF_10V","C_0603_1608Metric",6.1375,-3.1250,-90.0,bottom
"C3","4.7uF","C_0402_1005Metric",34.5500,-46.0500,180.0,bottom
"C2","4.7uF","C_0402_1005Metric",31.1375,-46.0950,180.0,bottom
"C1","4.7uF","C_0402_1005Metric",39.7250,-46.1250,180.0,bottom
"C6","22uF_10V","C_0603_1608Metric",44.6000,-23.4625,0.0,bottom
"C11","22uF_10V","C_0603_1608Metric",41.8500,-21.3500,180.0,bottom
"J5","FFC_connector_16p_hinge_lock","FFC_connector_16p_hinge_lock",4.5200,-41.5000,180.0,bottom
"R1","75R","R_0402_1005Metric",31.0625,-50.2200,180.0,bottom
"C15","22uF_10V","C_0603_1608Metric",42.0500,-46.4375,0.0,bottom
"R4","1K","R_0402_1005Metric",21.3150,-36.6000,-90.0,bottom
"R3","75R","R_0402_1005Metric",20.8975,-50.8450,90.0,bottom
"C16","22uF_10V","C_0603_1608Metric",11.1000,-29.3000,0.0,bottom
"J1","01x06_2.54mm_Male","01x06_2.54mm_Male",8.1000,-12.5000,180.0,bottom
"C7","22uF_10V","C_0603_1608Metric",40.7500,-35.4250,0.0,bottom
"C4","0.1uF","C_0402_1005Metric",31.1375,-48.0350,0.0,bottom
"U1","ME6211C33M5G-N","SOT-23-5",37.1000,-46.5750,-90.0,bottom
"C13","22uF_10V","C_0603_1608Metric",40.8500,-41.1875,0.0,bottom
"R5","75R","R_0402_1005Metric",20.9375,-49.7200,90.0,bottom
"J2","01x06_2.54mm_Female","01x06_2.54mm_Female",47.4000,-12.5000,0.0,bottom
"C12","22uF_10V","C_0603_1608Metric",42.4750,-12.5500,90.0,bottom
"R6","75R","R_0402_1005Metric",20.9625,-48.6200,90.0,bottom
"R2","1K","R_0402_1005Metric",21.3250,-37.8500,90.0,bottom
